label,comment
1,"Ürün güzel,fiyat harika,teşekkürlwr"
1,Ürünü 3 gündür kullanıyorum. Yüz tanıma parmak okuyucu 10 numara 5 yıldız çalışıyor kamerası ücret skalasına bakılarak değerlendirildiğinde benzer telefonları geride bırakır. şarjı fena değil sistem akışı güzel bakalım 6 ay sonra ne olacak...
0,"berbat mağaza, ürünü sattık bitti modundalar, cevap vermiyorlar, ilgisizler, uzak durun derim, onlarca ilgili mağazaların yanında sırıtıyorlar, üzülmeyin uzak durun"
1,Ürün gayet güzel ve hızlı. Oldukça da estetik bir yapısı var.
1,evet ürün anlatıldığı gibi çok güzel
1,"Güzel ürün, daha önce de P 9 vardı."
1,piyasadaki teknoloji marketlerden 300 400 tl daha uygun vfiyat huawie turkiye garantili imei kayitli guvenilir magaza ve urun eşime aldim.tavsiye ederim.
1,"Ürün anlatıldığı gibiydi, garanti süresi ve kapsamı anlatıldığı gibi, ekran garantisi 40 gün civarı . Herşey yolunda güvenerek alışveriş yapabilirsiniz"
1,Ürünü şuanda çevremdeki bir çok insan kullanıyor. Yakından çok inceleme ve kullanma fırsatım oldu. Fiyat performans açısından çok memnun kalacağınız bir ürün diyebilirim kesinlikle :)
1,Bir tek biz değil etrafimizdaki herkes beğendi telefonu huwai p 20 lite sözün bittiği yer diyorum👍 like like like
1,"Hızlı, elle işaret ederek fotoğraf çekme güzel :)"
1,Evet güzel bir ürün
1,mhb arkadaşlar almak isteyen gönül rahatlığıyla alabilir güzel telefon çok kullanışlı fiyatıda çok iyi pahalı telefonlara kaçmayin bundan önce iphone kullaniyordum eksiği yok FAZLASI var. Mağaza güvenilir çok yardımcı oldular Huawei Türkiye Garanti teşekkür ederim...
1,"fiyatına göre tam bir performans canavarı. telefonla çok ağır oyunlar oynamıyorsanız, günlük kullanım için yeter de artar bile."
1,Ürün gerçekten orjinal ve huawei türkiye garantili çok teşekkürler.Kızım çok beğendi.
1,Çok güzel ürün tşk
1,mavi renk seçeneğiyle aldım. görünümü kaba olmayan bir telefon. parmak izi ve yüz tanıma hızlı çalışıyor. Kamerasını beğendim. fiyata göre iyi telefon. bir kaç gündür kullanıyorum şu an için hızlı çalışıyor.
1,Cihaz tasarımı ile çok hoş duruyor. Çokta hafif. Mavi rengini tercih ettim. Farklı bir renge sahip. Herkese tavsiye ediyorum. Güle güle kullanmak nasip oldun kullanıcılara.
1,ürün orjinal gönül rahatlığı ile alabilirsiniz +1 ay kullanıcı kaynaklı ekran kırılmasını karsılayan garantisi de var
1,begenmedim tel.hoporlor berbat.
1,Evet çok güzel n11 den satıl alınabilir güvenli satıcı
1,Ürün anlatıldığı gibiydi
1,Akşam 17:00 te spariş verdim ertesi gün 14:00 de aldım 24 saat bile geçmedi.ürün eksiksiz tam içerik geldi.iletişim güzeldi.Renk seçimine dikkat edilmiş.güvenli alışveriş yapılanilir.
1,Ürün anlatıldığı gibi e-devletten imei Sorgulamasını yaptım kayıtlı cihaz tavsiye ederim
1,Telefon orjinal faturalı garantili. Ürünü yeni kullanmaya başladım ama çok hoş. Fiyatına göre çok iyi. Çok pahalı telefonlara gerek yok işinizi görürü.Sadece kulaklı kötü😉
1,Telefon gayet güzel. Bu fiyata daha güzel (ve garantili) bir ürün bulmak neredeyse imkânsız.
1,"Telefonu beğendim ama o kulaklık ne öyle, hayli üzüldüm. Çok kıytırık bir kulaklık. Huawei'den daha sağlam bir kulaklık beklerdim."
1,Guzel cihaz tessekkurler
1,Urun cok guzel. Orijinal ve hizli gonderi. Tesekkurler
1,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
1,Kesinlikle muhteşem
1,Herkes güvenilir şekilde alabilir
1,Kaliteli ürün fiyata göre performansı şahane
1,Beğenilmeyecek bir ürün değil kesinlikle.
1,Ürün gayet güzel korunaklı bir şekilde paketlenmiş olarak geldi.. jelatinli kapalı kutu üründü satıcıya teşekkür ediyorum
1,"Ürün güzel, teslimat hızlı"
1,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
1,Aynı gun kargolandı hızlıca elime ulastı kutusu orjınal guvenlık bandı acılmamıs sekılde aldım ne istediysem o geldı problem yok alıcak olanlar çekınmesın fatuta garantı belgesı yanında geldı
1,Güvenilir Mağaza..
1,Herşey iyi güzelde şu yurtiçi kargoyla anlaşmayın yav valla tedirgin sipariş verdim dediğim gibi 6gün sonra geldi yurtiçi kadar aptal bi firma yok
1,Evet ürünü beğendim
1,Evet gerçekten çok güzel
1,Satıcı sorunsuz kargoda gayet hızlıdı teşekkürler✋
1,"Hızlı kargo, doğru ürün. Aslında bu fiyat civarında daha nitelikli Xiaomi telefonlar var, onlara da bir göz atmanızı tavsiye ederim.."
1,tlf gerçekten güzel boyut küçük ama ekran boşluksuz olduğundan büyük tlf lardan daha geniş ekran .ben beğendim tavsiye ederim
1,+++++++++++++++++++++++++++++++++++
1,Ürün gayet güzel. Bu fiyata alınabilecek en iyi ürünlerden diyebilirim. Ön kamera çok güzel. Tek kötü yanı kulaklık. O da huaweinin ayıbı
1,ürün iyi görünüyor ilk kez kullanacağım buradaki çok iyi yorumlar beni almam konusunda ikna etti diyebilirim inşallah sorunsuz kullanırım
1,İPhone dan sonra hiç zorluk çekmedim. Hızlı ve kaliteli. Düşünmeden alın.
1,mağazanin iletişimi ve telefon gayet güzel...tesekkur ediyorum...
1,E fatura kutu içinde geldi faturasız göndermiyorlar. Telefon harika herkese tavsiye ederim.
1,20 Liralık kulaklık var içerisinde sanki mağazadan kaynaklı değil bu sorun huaweiden ötürü içerisine bi adam akılllı kulaklık konulabilirdi
1,Ürün kapalı kutu garantisi Türkiye garantili teşekkürler
1,gayet güzel bir telefon parasına değer
1,IMEI kontrolü yaptım sorun yok. Telefon kapalı kutuda geldi. Fatura ise E-Fatura'nın yazıcı çıktısı olarak geldi. Mavi rengi oldukça şık. Keşke yanında kılıf ve cam filmi hediye edilseydi. Onları ayrı satın almak zorunda kaldım.
1,tesekkurler guzel urundu
1,Güzel kargolanıp hızlı geldi
1,Herşey anlatıldığı gibi sorunsuz alışveriş oldu teşekkürler
1,Dün elime geçti ürün henüz kullanma fırsatım olmadı ama kamerası parmak izi yüz tanıma gercekten kaliteli telefon
1,ürün gayet güzel şık tavsiye ederim
1,Evet ürün beklediğimizden çok iyi geldi her şey için teşekkür ederiz
1,Hızlı gönderim ve kusursuz hizmet
1,Telefon harıka ve tafsıyem Huawei resmen tek noliçi harika sı.
1,Ürün çok güzel yeni başladım kullanmaya phone 7 kullanıcısıydım bence bu telefon çok daha kullanışlı
1,telefon orjinal kutusundaydı beğendim sorun yaşamadım ilk açılışta umarım uzun süreler kullanmak nasip olur teşekkür ederim
1,Telefon anlatıldığı gibi. Arka kamera tartışılır. Kamera için alanlar iyi araştırma yapsın bence.
1,Cok begendim tavsiye ederim
1,Firma ürünün paketlemesinden tutun destek kısmına kadar gerçekten başarılı. Ürün söylenildiği gibiydi..
1,Güzel hızlı parlak
1,Tek sorun saat 6 yaka kadar teslm edilecekti 10 da teslim edildi bunun dışında herşey sorunsuz ve güzeldi
1,Hem telefon hem magaza en iyisi bunlar. gsm dünyası kalitenin dünyası
1,evet beğendim güzel herşey
1,Daha yeni aldım ama gayet iyi ancak imei numarasını hala kontrol etmedim
1,"Pazar akşamı aldım P.tesi kargolandı. Ürün Huawei TR garantili. Çok şık ve kullanımı çok kolay. 2500 civarı telefonlar içerisinde fotoğrafları gayet net. Eski telefon Asus zenfone2 laser (5.5 inç)'e göre boyu çok az büyük, eni aynı büyüklükte."
1,Evet nefesim anlatıldığı gibi
1,Fiyat performans ürünü.
1,11.11 indirimi ile en uygun bu magazadan satin aldik. hizlica teslimat gerçekleşti. ürün huawei tr garantilidir.
1,Evet bir sürpriz ile karşılaşmadım
1,Ürün gayet güzel ve orjinal garantili.
1,telefon güzel ve ince zarif duruyor ben beğendim
1,Teşekkürler............
1,Telefonu zaten beğeniyordum. Bildiğim bir telefon. gayet memnunum. Telefon kutusu jelatinsiz olarak geldi. Mağazayı aradım bazı modellerde jelatin olmadığını söyledi. fakat samsung tarafından yapıştırılan güvenlik etiketi vardı. sonuç olarak telefondan memnunum. birkaç gündür kullanıyorum. bir sorun yaşamadım. umarım ilerleyen günlerde de yaşamam.
1,
1,"Evet kibar tam ekran, hızlı, uzun ömürlü şarj, güzel fotoğraf çekimi daha ne olsun."
1,Fiyat farkını ödemedi ve firmaya güvenim kalmadı
0,ürünü sipariş ettim. elime ulaştı kullanmaya başladım. şarjı bitti şarja taktım ve telefonun şarj olmadığını gördüm. sıfır telefonda böyle bir şey nasıl olabilir. mağazaya sorunu ilettim ve bana garantiye gönderin veya bize gönderin biz yapalım cevabı geldi. sıfır telefon alıyorsun ama şarj olmuyor ve yenisiyle değiştirmiyorlar. ürünü bu mağazadan alıyorsanız kesinlikle bir daha düşünün
1,Tasarımı çok iyi.
0,Ürün elime 1.5 günde ulaştı. Telefon güzel kullanışlı ancak 2.haftadan sonra sürekli olarak ekranı kapanmaya başladı. Ekran kapanıyor telefon arka planda çalışıyor ses geliyor ancak dokunmatik ve ekran çalışmıyor. Ses kısma ve güç tuşuna basılı tutup restart atınca düzeliyor ancak kısa bi süre sonra aynı sorun tekrarlıyor.
1,sorunsuz olarak 1 günde ulaştı. teşekkürler.
1,bu fiyata oranında alınabilecek en iyi telefon olduğunu düşünüyorum memnunum
1,"Başarılı bir telefon. Bir çok üst segment özellikleri var. Kamera, pil ve ekran çok başarılı"
1,"Bu telefonu almak istiyorsanız hiçbir kuşkunuz olmasın.Dokunmadiği çok hızlı, kamera kalitesi çok iyi ve 20 saat oyun oynasanız şarjını zor bitireceğiniz bir telefon almanızı öneririm. 4 gündür kullanıyorum."
1,s7 edgeden vu telefonu alan biri olarak yüz okuma ve parmak izi okadar berbatki iptal ettim ekran kilitsiz kullanıyorum. parmağı 10 denemede belki 2 veya 3 kez tanıyor. yüz tanıma en az 4 5 saniye sürüyor. Telefonun arka kapağı tamam plastik takında bukadar da kalitesiz birşey beklemiyordum. resmen parmağınızla azcık bassanız bile eğilip bükülen bir arka kapak ve çok çabuk çiziliyor. telefon wirelessta iyi ama mobil veride berbat. Uzun süre sonra açınca telefonda internet görünüyor ama girmeniz için mobil veriyi aç kapa yapmanız gerekiyor. anlıcanız bir samsungcu olarak bu telefonu düşünenlere kesinlikle tavsiye etmiyorum. mecburen kullanacağım 2 yıl.
1,Ürün güzel Samsung bu işleri beceriyor; mağaza konusunda tereddütüm vardı ama ürünü sanki Samsung mağazasından almış gibi hiç bir sorun ve sıkıntı olmadı teşekkürler. Fiyat konusunda inşallah sabit kalır dalgalanma olmaz
1,"Mi8 lite, Mate 20 lite ve A50 arasında kalmıştık. A50 aldık pişman olmadık.Telefonun kameraları, hızı, parmak izi okuyucusu ve yüz tanıma sistemi gayet güzel daha ne olsun ki."
1,Hızlı ve güvenilir mağaza teşekkürler
1,Ürün gayet stabil çalışıyor alanlar çok memnun kalacaklardır.
1,Telefon için söylenecek pek bir şey yok. Kullanımı gayet güzel. Tek kötü olan yanı ise telefonun kutusundan çıkan kulaklığın eski model kulağa güzelce oturmayan kulaklık olması. Sanırım telefonun fiyatından dolayı Samsung maliyeti ucuz kulaklık tercih etmiş.
1,cihazın ekranı harika ama parmak izi okuyucuyu beğenmedim ekranda 4 saniyeden önce algılamıyor parmağı fiyatına göre güzel cihaz
1,Cihaz muazzam paketleme müthiş satıcıya teşekkür ediyorum
1,Urun ve magazayi tavsiye ediyorum. Tesekkurler.
1,"Ürün kapalı ve mühürlü kutuda geldiği için rahatça açtım ve denedim. Sorunsuz olduğunu gördüm. Araştırıp aldığım bir telefondu. Şimdilik memnunum. 2 e-fatura nüshasından birini kargo poşetine diğerini ürün kutusuna iliştirmişler, hoşuma gitti."
0,"Aldıktan sonra 2 günde 4 kere ürün fiyatı değişti.2 Gün önce 140 TL fazla ödeyerek satın aldım. Demek ki belli bir kar marjları yok, ne tutturursak sisteminde çalışan bir mağaza. Bu hızla 2000 TL'ye düşmesi 1 haftaya gerçekleşir almayın bekleyin."
1,"Ürün 24 saat gibi kısa bir zamanda teslim edildi,mağazanın ilgisinden dolayı teşekkür ederim.Ürün gayet güzel ve lavanta rengi harika."
1,Telefon da sıkıntı yok etrafı daha özenli sarılabilir
1,"paketleme güzel ,ürün garantili ve orjinal ımeı kayıtlı daha ne olsun..... çok teşekkürler"
1,J7 mi 8 mi diye çoktığım bu yolda iyili j8 almışım. Estetik olarak 5000 lik telefonları aratmayan tam büyçeye uygun harika bir telefon. Şiddetle tavsiye ederim
1,Ürün güzel mağaza ilgili açılmamış kutusunda ve orjinal bi ürün geldi herşey için teşekkürler
1,Ürünü herkese tavsiye ederim ürün mükemmel
1,aynı firmadan j6 plus almıştım sevgilime.j8 aldık şimdide memenunuz problem yok.mağazalara göre fiyat uygun.hizmet için teşekkürler.
1,ürün anlatıldığı gibi sıkıntısız
0,hayır istediğim gibi değil
1,"Ürün, kapalı kutu içinde, etiketli ve sağlam bir şekilde geldi. KVK garantili. Tavsiye ederim."
1,Guzel uren beklentiyi karsiladi neyse o
1,Orta sekment telefonlar içinde paranızı karşılayabilen telefon
1,ürünü annem icin aldik..lavanta rengi çok güzel. kamerasi cok iyi. hızlı özellikleri cok iyi. genpa garantili geldi. tüm samsunglardan hizmet alabiliyorsunuz. fiyat tüm türkiyede en ucuz bu satıcı da. teşekküler.
1,Evet cok begendim
1,İYİ Kİ ALMIŞIM ÇOK ÇOK BEGENDİM.
1,Makinayı çok çok beğendim. Müthiş akıcı ve çok yüksek performanslı
1,ürün anlatıldığı gibi gayet şık ve güzel almaya değer bir çok özelliği barındırıyor. pahalı telefon almaya gerek yok .tavsiye edilir.kvk garantili ön ve arka kamera çok kaliteli. ses gayet güzel. alınacak bir telefon.
1,Telefonun garantisi herşeyi orijinal on numara. firma da on numara Allah razı olsun bütün böyle dürüst ticaret yapanlardan.
1,FİYATINA GÖRE ÇOK GÜZEL. ŞARJI UZUN. ŞIK. SORUN YOK.TAVSIYE EDERİM.
1,sipariş hızlıca elime geçti üründe çok güzel di bir eksiği hatası yoktu tavsiye ederim
1,Uygun fiyat ve hızlı gönderi için teşekkür ederim. Herkese tavsiye ederim.
1,Ürün 1 gün içinde elime geçti. kapalı kutu samsung türkiye garantili geldi . efsane satıcı her sorumu kibarca yanıtladı . ve ayrıca piyasada en uygun fiyata satan satıcıdır kendisi . N11 kuponu kullanarak 30 tl tl ucuza aldım harika bir telefon herkese tavsiye ederim.
1,Güzel bir ürün on numara beş yıldız
1,herkese tavsiye ederim.superrrr
1,mağaza gayet iyi çok teşekkürler.
1,Artıları:Ürün fiyata göre iyi bir cihaz.Yüz tanıma özelliği efsane iyi. Eksileri:Kasası plastik sağlam değil.Hızlı şarj özeliği yok
1,tavsiye ederim çok güzel
1,İlgili satıcı ve hızlı
1,Gönül rahatlığıyla alabilirsiniz orjinal ürün
1,cok iyi mukemmel urun hizli kargo
1,urunun kvk garantili olmasi tercih sebebimdi. ayni gun kargoya verildi ve ertesi gun urun elime ulasti. cok tesekkur ediyorum
1,kaliteli ürün beğendim
1,fiyatına göre ideal
1,orta seviye kullanıcı için mükemmel bir telefon diyebilirim.sarz konusunda oldukça cimri. %40 şarzi 8 saattir hâlâ bitiremedim. görüntü kalitesi kamera şahane.zarif telefon.tavsiye ederim çok fazla para vermeye gerek yok bu fiyata bu telefon varken
1,Gerçekten ürün anlatıldığı gibi paketleme on numara birebir kvk ürünü İnternetten kontrol ettim imei üzerinden Bir gündür kullanıyorum en çok dikkatimi çeken yüz tanıma ve parmak izi algılaması Süper çalışıyor gönül rahatlığıyla alabilirsiniz
1,Beğendim güzel ürün
1,Evet. İhtiyaçları fazlası ile karşılıyor
1,ürünü begendım bekledıgım gıbı
1,ürün son derece sağlam ve özenle paketlenmiş hızlı korgolamayla 1 gün sonra elime ulaştı. kvk garantili e faturayla eksiz bir ürün. Fiyatına göre çok şık ve performansı çok iyi. Tereddüt etmeden alabilirsiniz. mağazamıza ve n11 e tesekurler
1,Ben istediğim ürünü aldım. Benim için tek mesele buydu. İlk internet alışverişimde güvenilir bir başlangıç 👍
1,evet ürün anlatıldığı gibi
1,harika bir hiz tebrik ederim
1,"Telefon orjinal kutusunda gayet güzel ambalajlı olarak kısa sürede elime ulaştı. Kurulumu, çalışmasında bi problem çıkmadı. Fiyatına göre güzel şık telefon. Tavsiye ederim. Teşekkürler..."
1,"Hızlı kargo için çok teşekkür ediyorum cihaz çok güzel görünüyor 10 üzerinden 10, tam not mağaza ve n11 için....."
1,ürün bu fiyata alınabileceklerin en iyisi
1,evet çok beğendim ürün tam istediğim gibi kvk kutulu özenle hazirlanmis kulaklık ve orjinal şarj aleti ile birlikte geldi 1 günde elime ulaştı faturası ile birlikte mağaza ve yetkililerine teşekür ederim telefon kamerası mükemmel çekim gücü şarjı çok iyi internet indirme hızı gayet güzel herkese tavsiye ederim bu fiyata böyle telefon bulamazsınız
1,Ürün fiyatına göre çok çok iyi bir ürün
1,urunuteslim aldim suan bir sorun yok gayet guzel kargoda hizli geldi tesekkur ederim
1,Cihaz Samsung garantili orjinal ürün
1,Urun anlatıldığı gibi Türkiye garantili kapalı kutu hizli kargo sorunsuz alışveriş teşekkürler
1,gayet iyi ikinci cihazı aldım çok güzel uygun güvenilir
1,Telefonun ön kamerası çok net fotograf çekiyo kesinlikle alın derim
1,Ürün şimdilik beklentilerimi karşılıyor
1,j7 kullanıcısı olarak çok beğendim kamera deshetül vahşet süper ötesi pil bitmiyor ama kapsız kullanmayin kayıyor cok
1,Her şey anlatıldığı gibi. Mağazalara fazladan para kaptırmayın.
1,başkasına aldım fakat genel olarak iyi
1,EVET URUN ÇOK GÜZLE VE KULLANIŞLI
1,Teşekürler ürün anlatıldığı gibi
1,"Ürün Kapalı kutu ve samsung Türkiye garantili olarak geldi, orta segment cihaz olmasına rağmen çoğu pahalı cihaz gibi özellikleri var kesinlikle tavsiye ederim."
1,Çok beğendim orijinal ürün
1,Tam istediğim telefon bayıldım çok teşekkür ederim
1,telefonun sarzi icin satin almistim. fakat anlatildigi gibi basarili degil.
1,ürün fena degil fiyatına göre normal
1,pilini bitiremezsiniz. fiyatinin hakkini fazlasiyla veriyor.
1,Ürün anlatıldığı gibi belirttiğim renkte ve samsung türkiye garantili.
1,güzel ürün dedikleri gibiydi sizde alabilirsiniz
1,Samsung m20 ve p smart ile arasında kararsız kaldım aralarında kıyasladım içlerinde kafama bu tlfn yattı bunu aldım eşim için aldım kendimde mate 20 lite kullanıyorum ekran renkleri olsun kamerası hızı olsun hemen hemen aynı bu fiyatlara bu tlfndan özelliklisi şık android 9 tşfn yok tavsiye ederim.
1,daha kullanmadım lakin gorseldeki soluk değil daha canlı ve guzel
1,2 ay önce eşime aldım. aynısından kendime aldım. Çok güzel telefon
1,ürün güzel kargo istanbuldan değil kayseriden geliyor istanbullular için diyorum. aldığım gün kargo ettiler sıkıntı sız geldi faturada mevcut
1,"Bence bu fiyata bu özellikli başka bir telefon bulamazsınız ben 2 hafta ince eledim sık dokudum ve bu telefona karar kıldım, pişman olmadım gayet şık lafı fazla uzatmayım hayran olunacak br mühendislik harikası Ürgüp’ten selamlar 👋🏻"
1,Ürün en başta söylemek gerek şık siyahını görmedim ancak mavi rengi gayet hoş.Ekran kasa oranı üst seviye modellerle yarışır derecede.Menü arayüz klasık huawei arayüzü.2 olumsuz yönü var.Birincisi wifi 5 ghz mevcut değil.Bu wifi performansını ciddi manada olumsuz etkiliyor.Diğer eksiği ise artık usb-c girişinin olması lazım standart bir giriş olarak sunulması gerek.
1,ürünü mutlaka tabsiye ederim ihtiyacini fazlasiyla karsilicak gucte
1,Kardeşime aldim memnun kaldı sorun yok simdilik
1,Ekranın kasaya oranı güzel zaten onun için aldım beklediğim gibi. Fotoğraf kalitesi dışarıda güzel içerde idare eder. Kısa süreli takılmalar olabiliyor geçişlerde bazen. Çok rahatsız edici değil. Şarjı iyi gidiyor ama gec doluyor gibi geldi bana. Hoparlör sesi güzel. Telefon konuşma sesi güzel. Genel olarak güzel şık parasını hakediyor.
1,ürünü hem eşim hem kendim için aldım. Ürün gercekten f/p ürünü diğer ürünlere cok para vermeye gerek yok. sipariş elime 1 günde geldi. kapalı kutu adıma faturalı. Satıcı cok ilgili Tsk ederim.
1,Sorunsuz kayıtlı garantili kapalı kutu ürün elime ulaştı. Teşekkür ederim.
1,Evet beğendim kargo sıkıntı cıkarfı sadece
1,HIZLI VE GÜVENLİ TEŞEKKÜRLER
1,Telefon basarili
1,fiyatıına göre düşünülmeden alınabilir sadece batarya performansı beklediğimden düşük gibi yinede 1 gün şarz etmeden kullanılır rahatlıkla. Netice olarak akla gelen 2 popüler markadansa bunu tercih etmenizi öneririm.
1,"Ürünü çok beğendim.Fiyatına göre alınabilecek en iyi telefon bence Pil optimizasyonu çok iyi iki gün çıkarıyor.Ön ve arka kamerası ai özellikli olması güzel.Performans açısından orta değerde de bir telefon ama sizi yarı yolda bırakmaz 3gb ram e göre harika bir performansı var.ekran boyutları çok iyi kullanırken zorluk çekmiyorsunuz.İlk huwaei telefonum daha önce samsung,xiaomi,ve bir çok marka kullandım bence ayarları en dağınık telefonlardan biri ama 1500 TL için değer."
1,Tek kelime ile süper kaçırmayın
1,Ürün tam fiyat performans cihazı tşkler
1,Kamerası evde anlamsız şekilde kötü çekiyor ama dışarıda efsane evde güzel çekmek için profesyonel kod kullanın o aman cozumleniyor telefon akıyor on arka kamera çok güzel çok güncel ben memnun kaldım
1,ürün tam bir f/p ürünü
1,evet memnun kaldım teşekür ederim
1,hersey anlatildigi gibi ekran kasa orani mukemmel telefonda cok guzel tavsiye ederim iyiki almisim dedirtir
1,Fiyatına Göre İyi Bir Ürün
1,"gayet şık bir tasarımı var fakat boyu uzun,eni kısa kalmış gibi ve yorumlarda gördüğüm kasma problemi maalesef haklı çıktı bildirim kutusunu çekerken,home tuşuna basarken küçük kasmalar oluyor fakat aşırı süreli veya sıkıntı olacak kadar değil.Bu fiyat segmentinde alınabilecek en iyi ürün olduğunu düşünüyorum"
1,Ürünü siyah renk aldım elime ulaştı 10 numara ayrıca bu magaza dan alış veriş yapınız kargo süreci msj lara cevap süreleri çok kısa çok teşekkür ederim tekrar alışveriş yapacağım yaptıracağım
1,Ürün beklentileri fazlasıyla karşılıyor.
1,Beklediğimden çok çok iyi çıktı. Şarjı güç tasarrufuna aldığımda 4 günü rahat götürecek gibi. Kızım oyunlar oynadığı halde 2 gün rahat gidiyor. Kamerası gayet güzel. Kullanımı rahat. Sağlamlık konusunda dikkat etmek gerekir.(4000 TL'liklerden fazla bir eksiği de yok) İyi günlerde kullanın.
1,Gelen telefon on numara çok güzel honor 10 laiti. Güzel teşekkürler Y Ewet
1,Ürün gayet iyi bu bütçeyle düşünmeden alın. Henüz kullanmaya alışamadım ama harika görünüyor
1,fiyatına göre iyi telefon ben siyahını tercih ettim baya şık duruyor
1,Bu kadar donanım bu fiyata gerçekten harika Ayrıca İPhone sömürge sisteminin kırılmasını sağlayacağına inandığım için ayrıca Vestel ve Honor markasını destekliyorum iPhone karşıyız Huawei Honorcuyuz
1,Fiyatına göre çok işlevsel ve şık
1,ürün gayet güzel. fiyat performans ürünü kısaca verdiğiniz paraya değer. ne kadar ekmek o kadar köfte
1,malatyaya 24 saat sürmeden geldi ürün zaten süper resmi honor garantili faturalı
1,Fiyat performans ürünü . Böyle bir fiyata bu kalitelide bir telefon bulmak imkansız . Mutlaka alın derim.
1,EVET SÜPER BİR ÜRÜN GELDİ TEŞEKKÜRLER TÜRKİYE...
1,Ürün parasına göre iyi... Görünümünden dolayı tercih ettim.... Oyun oynamayı seven gm 9 proyu tercih etsin derim
1,"Çocuğum için aldım ilk izlenimim gayet olumlu. Tasarım güzel,performans iyi,kamera iyi,FM radyo gayet iyi,kutudan kılıf çıkıyor jelatin yapıştırılmış olarak geliyor,kulaklık çıkmıyor velhasıl fiyatına göre gayet iyi bir telefon"
1,"Ürünün şık görünümü, kullanıcıya hitap eden özellikleri güzel bir ürün honor 10 lite magazaya teşekkürler. Kullanmaya yeni başladım gerçekten beğenilen bir telefon."
1,Anlatıldığı gibi hızlı kargo
1,parasına göre çok güzel cihaz
1,2019 4. ayında 1500 tl ile f/p ürünü.
1,Kasasi pek sağlam durmuyor fakat donanımi güçlü fiyatına göre iyi Telefonu sert kullanmıyorsaniz bu fiyata alınabilecek en iyi telefonlardan
1,Evet anlatıldıgı gibiydi
1,Ürün beklediğimiz gibi kaliteli. Huawei nin orta segment telefonlarda çizdiği bir çizgi var onun dışına çıkılmamış hatta üzerine koyulmuş. Tavsiye ederim
1,Ürün fiyat bazında başarılı. Arka taraf hissiyatı p smarttan 2 tık kaliteli ve ağır duruyor. Ekran parlaklığı idare eder durumda Arka kamera çok çok iyi diyemem gren etkisi hissediliyor. Ön kamera daha iyi gibi duruyor. Daha önce LG g2 ve g3 kullandım g3 arka kamera performansı bir tık daha ıyı gibi.ses idare eder. Kılıf basarılı yumusak huawei deki gibi sert degil. Fiyatına göre başarılı bir ürün p smarttan daha iyi diyebilirim
1,Beğendim. Kamerası güzel. Estetik ve şık bi tasarımı var
1,urunu esim icin aldim. butcem geregi bu fiyat araliginda bir cok marka ve model inceledim. hem fiyat hem performans hem tarasarim acisindan iyikide honor 10 lite karar vermisim. cihaz cok guzel helede mavisi mukemmel gorunuyor alacak arkadaslar hic tereddut etmeden alsinlar. birtanede kendim icin alcam. saticiya tsk ederim ilgili alakali adima faturali kapali kutu geldi.
1,"Nfc özelliği şarttı bana bu bantta en uygun nfcli ekran gövde oranlı çentikli telefon. Çentik modern tutuyor. Emui arayüzü stabil, kamera yapay zeka gece çekimi olarak iyi iş çıkarıyor. Başta umidigi one pro düşünmüştüm ama işletim sistemi güncellemesi almaz ya da stabiliteden kuşkum vardı. İyiki bunu almışım. Benim feragat ettiğim birkaç husus vardı: 1) hafıza bunda 32 GB ama artık günümüzde fotograflar artık online yedekleniyor, mp3 yok Spotify var. Yani hafıza gayet yeterli aşırı uygulama ve oyun şişirmezseniz. Ayrıca tek sim kart ile kullanıyorsanız arttırılabilir hafıza var. 2) hızlı ve kablosuz şarj: hızlı şarj pil ömrünü çabuk tüketiyor. Ve zaten telefonu gece fişe taktığımızdan telefon yarım saatte doluyor geri kalan zamanda boş prizde duruyor. Benim için önemi olan yogun kullanıma ragmen günü çıkarması. 5000 mah lık telefon kullansanız gece %40 kalsa da siz onu gece şarja koyacaksınız. Kablosuz sarj önceki note 5te vardı hiç aktif kullanmadım. Yatak başı Telefon prizde kullanmayı seven için gereksiz. Ofiste hava atmak için masanızda bulunabilir ki bu telefonu çinden alınan 10 tllik aparat zaten kablosuz şarj özellikli yapıyor. 3) 3 GB Ram burda kişiler genelde 3 mü 4 mü diye sorar ama Ram teknolojisine kimse bakmaz bu telefonda 4 GB lara taş çıkaracak 3 GB Ram var işletim sistemi ideal olması önemli burda oyun oynamıyorsanız 8 10 GB ramlara paranızı heba etmeyin. 4) type c sırf type c olmadığı için almayanlar var başta type c ile ne yapacağını düşünmeden evet yeni teknoloji fakat bu geçiş aşamasında acele etmemekte fayda var zira birçok telefon aksesuarım (power bank, drone VS) Micro USB araçlarımda yedek kablolar Micro USB bunları tüketmeden tek kabloyla kendimi sıkıntıya sokmaya gerek yok bir sonraki telefonumda zaten olacaktır. 5) cam kasa: note 5 arka kapak bir darbede kırılmıştı ve umidigi videosunda adamın telefonu alır almaz 25 cmden düşürdüğünü ve kırdığını gördüm. Zaten arkası cam gibi özellikle parliament mavi olan ışıkta güzel parıltılar saçıyor. Herkes model soruyor fiyatına inanmıyorlar."
